MSA ID (from MFRS),Daily Balances (AUC) Org Name,Daily Balances (AUC) Account Name,Daily Balances (AUC) Anchorage Entity,Daily Balances (AUC) Org ID,Daily Balances (AUC) Asset Type,Daily Balances (AUC) Account Internal ID,Daily Balances (AUC) Total Quantity,Daily Balances (AUC) Unit Price USD,Daily Balances (AUC) Total USD Value,Daily Balances (AUC) Total Quantity From Addresses,Unclaimed rewards balances (and other adj) in USD,Total AUC in USD (including unclaimed rewards),Graduated tier?
22222,funny phone 5,friendly unicorn 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,FLOW,dfc8628730b2b362483fcfb791d3f1a845db712848ee049e961bd72da11a0823,0.15,0.5577266667,0.083659,0,0.00,0.08,#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,ATOM,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,7.6557,9.258166667,70.87774655,0,0.00,70.88,#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,ETH,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,4953.5594,1818.691,9062433.971,0,0.00,"9,062,433.97",#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,FLOW,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,21.83588645,0.5577266667,12.17674405,0,0.00,12.18,#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,IMX,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,3892778.46,0.6931033333,2691453.604,0,0.00,"2,691,453.60",#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,MATIC,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,5986347.495,0.69434,4163360.185,0,0.00,"4,163,360.18",#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,OSMO,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,2856985.743,0.5081833333,1453013.691,0,0.00,"1,453,013.69",#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,SOL,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,626759.8054,17.34466667,1.10E+07,0,0.00,"11,029,984.59",#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,SUI,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,4344350.842,0.75789,3170408.333,0,0.00,"3,170,408.33",#N/A
22222,funny phone 5,colorful phoenix 4,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,WAXL,6a6aba8c61495be00c935fdf549ff9033ea48b92b5697e080991a91f6fcae86a,3943526.72,0.4080466667,1611732.969,0,0.00,"1,611,732.97",#N/A
22222,funny phone 5,epic tank 5,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,OSMO,ead431b6cc56d132b88a43ecc435f33c87d706ac9825664fc552be016c891f5e,5587853.072,0.5081833333,2842468.112,0,0.00,"2,842,468.11",#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,ETH,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,9415.946262,1818.691,1.72E+07,0,0.00,"17,224,989.47",#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,FLOW,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,228.2162605,0.5577266667,127.2567968,0,0.00,127.26,#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,IMX,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,7292048.8,0.6931033333,5047037.433,0,0.00,"5,047,037.43",#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,MATIC,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,29.841,0.69434,20.71979994,0,0.00,20.72,#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,SOL,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,864355.2341,17.34466667,1.53E+07,0,0.00,"15,292,014.30",#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,SUI,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,8177027.866,0.75789,5967076.543,0,0.00,"5,967,076.54",#N/A
22222,funny phone 5,serious panda 1,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,WAXL,e1ecf330079dbef82bcf0690a061c444bd99386db7683931e98da9eb4a85142b,6812259.6,0.4080466667,2786281.634,0,0.00,"2,786,281.63",#N/A
22222,funny phone 5,shiny apple 5,TRUST_COMPANY,3a3499ff51454111686c26fc9faf0209c7ff58455b7ad87ddd21ae6909953d23,SOL,93716f43eebf8038fbb109abb6ecfb7328472930eb0bd71ebaf9363d2e6160ed,12.03182934,17.34466667,208.6880693,0,0.00,208.69,#N/A
,friendly phone 1,brave phoenix 4,TRUST_COMPANY,2d874f463cdbfb6e5fd116687bac4586d86fc0d4a04962a241ac947d21cf7401,ETH,2972d1ba11a454dad847a3c54ec338d1f03ed10b7ab4051c1860250b0c311de1,5.708672165,1818.691,10382.31069,0,0.00,"10,382.31",#N/A
,smooth octopus 3,happy wizard 2,TRUST_COMPANY,eeeb70bf61f7ce977f6f73d24845d2bc619f2a73f41451e0998c04abdceb7f0e,FLOW,1aae1d8f27b2756539b0e9215e7188e44646a7b35b570bd76c32b54d62c8523d,46017.31198,0.5577266667,25659.77665,0,0.00,"25,659.78",#N/A
,generous tree 1,mystic plane 2,TRUST_COMPANY,8ef536c09b87a61bfc46d7e29656e8b75fae9cdd54d25fbf63cbe58ab2affa28,ETH,1f2035197b1dc187d7d87fa5c67a20dbfb82569b4b2260f89f4b5ce59036f8ac,69.02884665,1818.691,125541.0722,0,0.00,"125,541.07",#N/A
,generous tree 1,mystic plane 2,TRUST_COMPANY,8ef536c09b87a61bfc46d7e29656e8b75fae9cdd54d25fbf63cbe58ab2affa28,USDC,1f2035197b1dc187d7d87fa5c67a20dbfb82569b4b2260f89f4b5ce59036f8ac,1.07E+07,0.9999966667,1.07E+07,0,0.00,"10,688,315.36",#N/A
,mystic television 2,mystic television 2,TRUST_COMPANY,ff52423984737922c40b68317d4b5558f451add27b1f4b6fe990defc4c8eb247,ETH,28c7f5b3518cdd15f77681222ceefb9ba9ce4f6f8bc7313a2dad0c871075e552,21742.49512,1818.691,3.95E+07,0,0.00,"39,542,880.19",#N/A
,colorful worm 2,sweet robot 1,TRUST_COMPANY,905c845bf6aebebbfd5902733825b376c6f14ba9d6e2ec932f7afd3cb32d10de,BTC,f772af15e460e91faa366484fc65d66b86e4c10823a334840a71c2a22346c696,706.3208149,27762.54533,1.96E+07,0,0.00,"19,627,364.41",#N/A
,resilient apple 5,funny door 2,TRUST_COMPANY,41ef99a994914dfd8400fe1a010c30d0e6b4dda5bd6a47dcf9ef7aac3bbcf736,BTC,500c5198d399f5e5b45cf29841d28a7c14edf7b504e29d3e59f8cbff4eaeca0f,6874.712351,27762.54533,1.91E+08,0,0.00,"190,533,086.77",#N/A
1000348,funny bag 1,enchanted tree 4,TRUST_COMPANY,95086c8b9dfc2eef9afd279165b080dca4e84077b7b18ddc8d2cf5612d9ecc4f,BTC,2c7c5083e4cbe3c315f9f7c5f0aba3e7f6a38bc3f3ff2f9f7f94ae99a5c63695,13.7161509,27762.54533,380795.2612,0,0.00,"380,795.26",#N/A
1000348,funny bag 1,enchanted tree 4,TRUST_COMPANY,95086c8b9dfc2eef9afd279165b080dca4e84077b7b18ddc8d2cf5612d9ecc4f,ETH,2c7c5083e4cbe3c315f9f7c5f0aba3e7f6a38bc3f3ff2f9f7f94ae99a5c63695,6.764262482,1818.691,12302.1033,0,0.00,"12,302.10",#N/A
1000348,funny bag 1,enchanted tree 4,TRUST_COMPANY,95086c8b9dfc2eef9afd279165b080dca4e84077b7b18ddc8d2cf5612d9ecc4f,HASH,2c7c5083e4cbe3c315f9f7c5f0aba3e7f6a38bc3f3ff2f9f7f94ae99a5c63695,6.02E+08,0.0103,6199030.284,0,290.65,"6,199,320.94",#N/A
,epic train 5,epic train 5,TRUST_COMPANY,82e04152dfa00b9515a171e21d51aec0539eb1fab5f0eb795b9e1813ba93ef76,ETH,fdccc5d80f8c93968165a7627aa28d7a081d3468e2246f5263ea1a6266f97fd2,11.67340754,1818.691,21230.32124,0,0.00,"21,230.32",#N/A
,epic train 5,epic train 5,TRUST_COMPANY,82e04152dfa00b9515a171e21d51aec0539eb1fab5f0eb795b9e1813ba93ef76,USDC,fdccc5d80f8c93968165a7627aa28d7a081d3468e2246f5263ea1a6266f97fd2,371031.3125,0.9999966667,371030.0757,0,0.00,"371,030.08",#N/A
,resilient wizard 3,resilient wizard 3,TRUST_COMPANY,e1db1ffa0fdfa86971df266005c3ac4d4f1dfec3409476c378192a58dbac61a5,BTC,b54e9e77fb40f4588695097044f2a3ff49f05975eda92f863a657de552ffb2c6,1132.608722,27762.54533,3.14E+07,0,0.00,"31,444,100.99",#N/A
,brave train 1,brave train 1,TRUST_COMPANY,ad8952f7b5b0acdfb90a7447ad84e22590825d3d103c3fa323d6a388da2177fd,ROSE,278617eb95ee8fa378dd3a346cfeeffdc4c602a4393654db52fd4740cab68501,6.76E+08,0.04898633333,3.31E+07,0,0.00,"33,103,134.91",#N/A
,sweet wizard 1,kind worm 5,TRUST_COMPANY,3131d0a72ec38b6cbed4fea2eb815071e9e224326643224475bf596ce2abd034,ETH,96d7a3f04b65caabccf93d312b62d85aa6edd95218fa2a1aaa13f2fc5c8487fe,0.1942649469,1818.691,353.3079106,0,0.00,353.31,#N/A
,polite tree 1,polite tree 1,TRUST_COMPANY,571d9177e4eea0ba1a499ed58e28260c7d8d863b8797c570e6012c4eaa5f587b,BTC,c5501dbc0ec2a2f6e125079e3b7c2c25b8d32290c67566d09ed60890340489cb,993.7530138,27762.54533,2.76E+07,0,0.00,"27,589,113.10",#N/A
,polite tree 1,polite tree 1,TRUST_COMPANY,571d9177e4eea0ba1a499ed58e28260c7d8d863b8797c570e6012c4eaa5f587b,ETH,c5501dbc0ec2a2f6e125079e3b7c2c25b8d32290c67566d09ed60890340489cb,88396.65124,1818.691,1.61E+08,0,0.00,"160,766,194.04",#N/A
,short door 2,short door 2,TRUST_COMPANY,f6dff7f1c28fdbce5b00e944c4957914ed463c60a23417c80950e7329a54c13d,ETH,0fec7db857e368df17bb04a0c40fecc549091953e73eda8b5b59bf70d1239a65,0.0090798,1818.691,16.51335054,0,0.00,16.51,#N/A
,colorful television 3,kind fish 5,TRUST_COMPANY,109e212ef23e9a9257118d68e759ec29a46b186b35880a2e6fef19f77df0b370,CELO,0a77ae2d4cb61514f9c80cc46654dc25a578616eb47e5ab0d258e0b2dc44033b,1.16E+07,0.45297,5262541.848,0,0.00,"5,262,541.85",#N/A
,generous tank 4,generous tank 4,TRUST_COMPANY,4aea6f0cab73bf1d0a4c584fd254fdb67414fbfac31f0f79fec456d6fee212cf,CELO,9e5070f9e3a1411a14d0f3f4a195b4a031ca95a6d51ce5d91f9794be77c143c4,27900030,0.45297,1.26E+07,0,0.00,"12,637,876.59",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,CELO,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,1.21E+08,0.45297,5.48E+07,0,0.00,"54,801,629.87",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ETH,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,43.01924344,1818.691,78231.15115,0,0.00,"78,231.15",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,FIL,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,4.77E+07,3.981566667,1.90E+08,0,0.00,"189,852,915.41",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,KEEP,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,1.25E+09,0.1033816667,1.29E+08,0,0.00,"129,227,083.33",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,MKR,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,160793,675.3043333,1.09E+08,0,0.00,"108,583,977.41",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,RLY,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,9141686190,0.008480566667,7.75E+07,0,0.00,"77,526,679.18",#N/A
,happy door 3,mystic wizard 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ZRX,bb172e9b1c58b980f6e0b6093517bf3e0165702cf4bf5eba6371ae8c931a01d3,6.96E+07,0.1955166667,1.36E+07,0,0.00,"13,600,399.05",#N/A
,happy door 3,epic phone 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,RLY,66df525c411f1521078ee1ef9f218c485d7718cbdeafabf24be4797a0f113cfe,914168820,0.008480566667,7752669.623,0,0.00,"7,752,669.62",#N/A
,happy door 3,kind book 1,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ETH,25f78f6493f194436f150365eedff8ed3c8a82fcbf36ca6f9e5413da89716ac7,7.47042604,1818.691,13586.39661,0,0.00,"13,586.40",#N/A
,happy door 3,healthy coin 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,CELO,60884058a2b06f6e75be6c3747cb8703eee3fba93b7b76b13556662e676ea871,644521.5275,0.45297,291942.745,0,0.00,"291,942.75",#N/A
,happy door 3,healthy coin 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,cUSD,60884058a2b06f6e75be6c3747cb8703eee3fba93b7b76b13556662e676ea871,2912114.95,0.9954866667,2898986.132,0,0.00,"2,898,986.13",#N/A
,happy door 3,colorful worm 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,CELO,e83e63309afc7b6d362c7843ec07bfdfb1c08f9834e653c3b19942179e77a8ca,5809624.41,0.45297,2631529.752,0,0.00,"2,631,529.75",#N/A
,happy door 3,colorful worm 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,cUSD,e83e63309afc7b6d362c7843ec07bfdfb1c08f9834e653c3b19942179e77a8ca,1.16E+07,0.9954866667,1.16E+07,0,0.00,"11,578,840.70",#N/A
,happy door 3,noble television 2,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ECOX,356abe370b1cba43de291345a4e7ad37b4ca434594a721974764427509205e47,6058001.03,0.3728566667,2249849.839,0,0.00,"2,249,849.84",#N/A
,happy door 3,kind window 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,FLOW,7e9ceda06f57d224828503288630f90cf445b1dd796799eac94cfc929851c78d,1.96E+07,0.5577266667,1.09E+07,0,0.00,"10,928,107.51",#N/A
,happy door 3,kind window 5,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,RLY,7e9ceda06f57d224828503288630f90cf445b1dd796799eac94cfc929851c78d,68181810,0.008480566667,578220.3852,0,0.00,"578,220.39",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,CELO,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,1.07E+09,0.45297,4.86E+08,0,0.00,"485,953,388.54",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ETH,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,27.86440511,1818.691,50665.90855,0,0.00,"50,665.91",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,FLOW,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,1.35E+09,0.5577266667,7.55E+08,0,0.00,"755,178,659.91",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,MKR,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,964800,675.3043333,6.52E+08,0,0.00,"651,533,620.80",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,RLY,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,15000000000,0.008480566667,127208500,0,0.00,"127,208,500.00",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,SNX,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,1.12E+07,2.025433333,2.27E+07,0,0.00,"22,732,136.18",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,TRU,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,750000000,0.039943,29957250,0,0.00,"29,957,250.00",#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,TUSD,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,300,1.00069,300.207,0,0.00,300.21,#N/A
,happy door 3,happy mermaid 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,USDC,d3abffbaeccb48efb3490b19f8655143941a273b2af8594c06c485e12ec59b17,1500,0.9999966667,1499.995,0,0.00,"1,500.00",#N/A
,happy door 3,cheerful train 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ECOX,3e9bb70e53a336e25733fa81e71d6b0865ac3b6c828217ea8c89ad45b12bc674,9.09E+07,0.3728566667,3.37E+07,0,0.00,"33,747,602.10",#N/A
,happy door 3,cheerful train 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ELFI,3e9bb70e53a336e25733fa81e71d6b0865ac3b6c828217ea8c89ad45b12bc674,1.50E+08,0.022042,3306299.752,0,0.00,"3,306,299.75",#N/A
,happy door 3,cheerful train 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ETH,3e9bb70e53a336e25733fa81e71d6b0865ac3b6c828217ea8c89ad45b12bc674,0.2815551,1818.691,512.0617264,0,0.00,512.06,#N/A
,happy door 3,cheerful train 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,NFTX,3e9bb70e53a336e25733fa81e71d6b0865ac3b6c828217ea8c89ad45b12bc674,585286.2,13.24766667,7753676.482,0,0.00,"7,753,676.48",#N/A
,happy door 3,cheerful train 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,PEEPS,3e9bb70e53a336e25733fa81e71d6b0865ac3b6c828217ea8c89ad45b12bc674,375000,650,243750000,0,0.00,"243,750,000.00",#N/A
,happy door 3,cheerful train 3,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,RLY,3e9bb70e53a336e25733fa81e71d6b0865ac3b6c828217ea8c89ad45b12bc674,4311893640,0.008480566667,3.66E+07,0,0.00,"36,567,301.47",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ANGLE,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,1.05E+09,0.03087433333,3.24E+07,0,0.00,"32,416,685.96",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,APT,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,1.03E+09,7.3211,7.57E+09,0,0.00,"7,568,668,430.08",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,BREED,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,1200000000,0.02458433333,29501200,0,0.00,"29,501,200.00",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ELFI,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,4.69E+07,0.022042,1033217.769,0,0.00,"1,033,217.77",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,ETH,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,15.48406261,1818.691,28160.72531,0,0.00,"28,160.73",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,FLOW,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,7.43E+07,0.5577266667,4.14E+07,0,0.00,"41,409,325.17",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,FORT,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,6.57E+08,0.1298266667,8.52E+07,0,0.00,"85,233,839.45",#N/A
,happy door 3,polite plane 4,TRUST_COMPANY,11d078c140323d812817e3c38d7d2ed788f846c0840d92f3050456ca8f7bc691,FWB,f7ac64c1e49052cc39633db5541d1f039fc23ae3cc15ab8ac2e6a41f320f0cfe,1500000,3.639733333,5459600,0,0.00,"5,459,600.00",#N/A
